;Chain;Brand;Week;UnitSales;PricePU;PricePL;BasePricePU;BasePricePL;FeatOnly;DispOnly;FeatDisp;Average weekly COVID cases;Weekly holiday dummy;Average weekly temperature
4314;Coop;KarvanCevitam;154;39631;2.36;3.18;3.02;4.06;80;0;78;0;0;79.7142857142857
4315;Coop;KarvanCevitam;155;10177;3.04;4.11;3.04;4.19;0;0;0;0;0;107.571428571429
4316;Coop;KarvanCevitam;156;8190;3.05;4.13;3.05;4.09;0;0;0;0;1;77.5714285714286
4317;Coop;KarvanCevitam;157;9993;3.05;4.12;3.06;4.17;0;0;0;0;1;67.5714285714286
4318;Coop;KarvanCevitam;158;11234;3.05;4.11;3.05;4.14;0;0;0;0;0;92.7142857142857
4319;Coop;KarvanCevitam;159;37868;2.58;3.48;3.05;4.08;90;0;44;0;0;105.571428571429
4320;Coop;KarvanCevitam;160;10172;3.04;4.12;3.03;4.14;0;0;0;0;0;52
4321;Coop;KarvanCevitam;161;10592;3.04;4.12;3.04;4.1;0;0;0;0;0;98.7142857142857
4322;Coop;KarvanCevitam;162;12101;2.96;4;2.96;4.06;0;0;0;0;0;93.5714285714286
4323;Coop;KarvanCevitam;163;12716;2.96;3.99;2.98;4.04;0;0;0;0;0;98.5714285714286
4324;Coop;KarvanCevitam;164;38113;2.58;3.51;3.01;4.09;89;0;61;0;0;108
4325;Coop;KarvanCevitam;165;11379;2.99;4.04;2.99;4.05;0;0;0;5.42857142857143;0;93.5714285714286
4326;Coop;KarvanCevitam;166;11229;3.04;4.1;3.02;4.07;0;0;0;66.4285714285714;0;88.8571428571429
4327;Coop;KarvanCevitam;167;19014;3.05;4.07;3.03;4.04;0;0;0;221.142857142857;0;111.428571428571
4328;Coop;KarvanCevitam;168;19436;3.05;4.05;3.04;4.05;0;0;0;623;0;113.428571428571
4329;Coop;KarvanCevitam;169;16271;3.05;4.06;3.05;4.05;0;0;0;1028.85714285714;0;117.142857142857
4330;Coop;KarvanCevitam;170;14592;3.04;4.06;3.02;4.06;0;0;0;990.714285714286;0;103.571428571429
4331;Coop;KarvanCevitam;171;44801;2.61;3.51;3.03;4.03;80;0;0;1086.28571428571;1;209.857142857143
4332;Coop;KarvanCevitam;172;13374;3.02;4.05;3.03;4.11;0;0;0;955.571428571429;1;166.285714285714
4333;Coop;KarvanCevitam;173;15354;3.03;4.1;3.02;4.08;0;0;0;565.714285714286;0;189
4334;Coop;KarvanCevitam;174;13915;3.02;4.1;3.03;4.08;0;0;0;359.571428571429;1;154.857142857143
4335;Coop;KarvanCevitam;175;15788;3.03;4.07;3.03;4.06;0;0;0;270.285714285714;1;188.571428571429
4336;Coop;KarvanCevitam;176;49909;2.58;3.47;3.02;4.07;76;0;0;176.571428571429;0;147.714285714286
4337;Coop;KarvanCevitam;177;14582;3.02;4.09;3;4.01;0;0;0;188.714285714286;1;219.142857142857
4338;Coop;KarvanCevitam;178;15780;3.02;4.1;3.02;4.08;0;0;0;137.857142857143;0;208.428571428571
4339;Coop;KarvanCevitam;179;14765;3.03;4.11;3.03;4.11;0;1;0;193.428571428571;1;207.142857142857
4340;Coop;KarvanCevitam;180;14698;3.01;4.08;3.04;4.1;0;0;0;159.571428571429;0;203.285714285714
4341;Coop;KarvanCevitam;181;91796;2.08;2.82;3.04;4.14;91;0;54;85.7142857142857;0;226
4342;Coop;KarvanCevitam;182;18484;3.08;4.24;3.05;4.18;0;6;0;75.8571428571429;0;267.571428571429
4343;Coop;KarvanCevitam;183;13209;3.18;4.33;3.03;4.13;0;0;0;58.7142857142857;0;202.571428571429
4344;Coop;KarvanCevitam;184;12203;3.19;4.36;3.15;4.24;0;0;0;72.2857142857143;0;188
4345;Coop;KarvanCevitam;185;13671;3.15;4.34;3.17;4.29;0;0;0;141.285714285714;0;215.428571428571
4346;Coop;KarvanCevitam;186;81889;2.1;2.85;3.18;4.37;88;0;55;197.142857142857;0;222
4347;Coop;KarvanCevitam;187;12094;3.1;4.37;3.16;4.34;0;0;0;394.285714285714;0;242
4348;Coop;KarvanCevitam;188;17183;3.07;4.27;3.18;4.45;0;0;0;606.571428571429;0;275.428571428571
4349;Coop;KarvanCevitam;189;21636;3.08;4.24;3.18;4.4;0;0;0;556.857142857143;0;315.571428571429
4350;Coop;KarvanCevitam;190;38079;2.36;3.18;3.14;4.27;100;0;2;512.714285714286;0;265.571428571429
4351;Coop;KarvanCevitam;191;13402;3.06;4.16;3.08;4.25;0;0;0;535.571428571429;0;201.714285714286
4352;Coop;KarvanCevitam;192;12532;3.07;4.17;3.12;4.25;0;0;0;832.142857142857;0;195.285714285714
4353;Coop;KarvanCevitam;193;12764;3.07;4.13;3.11;4.19;0;5;0;1233.14285714286;0;198.714285714286
4354;Coop;KarvanCevitam;194;43363;2.59;3.51;3.05;4.25;86;27;72;2039.57142857143;0;242.142857142857
4355;Coop;KarvanCevitam;195;11852;3.04;4.12;3.06;4.14;0;5;0;2892.57142857143;0;201
4356;Coop;KarvanCevitam;196;11986;3.02;4.09;3.06;4.17;0;0;0;4163.28571428571;0;162.857142857143
4357;Coop;KarvanCevitam;197;37534;2.58;3.48;3.04;4.16;89;0;47;6596.42857142857;0;147.285714285714
4358;Coop;KarvanCevitam;198;11093;3.02;4.08;3.03;4.11;0;0;0;8138.71428571429;0;127.857142857143
4359;Coop;KarvanCevitam;199;11825;3.02;4.08;3.04;4.18;0;4;0;9551;0;156.428571428571
4360;Coop;KarvanCevitam;200;12771;3.02;4.04;3.01;4.09;0;0;0;9076;0;140.714285714286
4361;Coop;KarvanCevitam;201;41334;2.58;3.48;3.02;4.06;88;0;41;5899.42857142857;0;143.428571428571
4362;Coop;KarvanCevitam;202;10696;3.05;4.1;3.03;4.14;0;0;0;5256.14285714286;0;143.285714285714
4363;Coop;KarvanCevitam;203;10848;3.07;4.15;3.02;4.05;0;0;0;5291.57142857143;0;123
4364;Coop;KarvanCevitam;204;11634;3.08;4.11;3.06;4.05;0;0;0;4827.28571428571;0;92.1428571428571
4365;Coop;KarvanCevitam;205;11932;3.07;4.12;3.07;4.11;0;0;0;6360.14285714286;0;68.7142857142857
4366;Coop;KarvanCevitam;206;12936;3.04;4.08;3.03;4.1;0;0;0;8968.71428571429;0;48.2857142857143
4367;Coop;KarvanCevitam;207;13956;3.07;4.11;3.07;4.11;0;0;0;11617.8571428571;0;103.428571428571
4368;Coop;KarvanCevitam;208;11109;3.08;4.09;3.07;4.13;0;0;0;9461.28571428571;1;100
4369;Coop;Raak;1;10044;1.43;1.91;1.37;1.83;0;0;0;0;1;42.1428571428571
4370;Coop;Raak;2;11990;1.41;1.88;1.41;1.88;0;0;0;0;0;66.8571428571429
4371;Coop;Raak;3;12373;1.41;1.88;1.36;1.82;0;0;0;0;0;26.5714285714286
4372;Coop;Raak;4;12403;1.43;1.91;1.42;1.89;0;0;0;0;0;33.2857142857143
4373;Coop;Raak;5;12845;1.42;1.89;1.59;2.12;0;11;0;0;0;81.4285714285714
4374;Coop;Raak;6;12011;1.41;1.88;1.5;2;0;7;0;0;0;25.4285714285714
4375;Coop;Raak;7;12490;1.41;1.88;1.46;1.94;0;4;0;0;0;87.5714285714286
4376;Coop;Raak;8;11778;1.44;1.92;1.45;1.93;0;6;0;0;0;100.142857142857
4377;Coop;Raak;9;11770;1.41;1.88;1.48;1.97;0;14;0;0;0;96.1428571428571
4378;Coop;Raak;10;12031;1.44;1.92;1.5;1.99;0;6;0;0;0;110.142857142857
4379;Coop;Raak;11;12518;1.44;1.91;1.54;2.06;0;6;0;0;0;138.714285714286
4380;Coop;Raak;12;12646;1.45;1.94;1.46;1.94;0;5;0;0;0;127
4381;Coop;Raak;13;12612;1.46;1.95;1.45;1.94;0;0;0;0;0;175
4382;Coop;Raak;14;13765;1.39;1.85;1.46;1.94;0;0;0;0;0;145.142857142857
4383;Coop;Raak;15;13030;1.4;1.87;1.48;1.98;0;7;0;0;1;143.714285714286
4384;Coop;Raak;16;10246;1.43;1.91;1.55;2.06;0;0;0;0;1;114.571428571429
4385;Coop;Raak;17;9780;1.45;1.94;1.47;1.96;0;0;0;0;1;116.142857142857
4386;Coop;Raak;18;11183;1.41;1.87;1.49;1.99;0;3;0;0;1;151
4387;Coop;Raak;19;12096;1.41;1.88;1.57;2.09;0;10;0;0;0;177.428571428571
4388;Coop;Raak;20;34335;1.24;1.66;1.46;1.94;42;0;91;0;0;215.428571428571
4389;Coop;Raak;21;15749;1.39;1.86;1.42;1.89;0;16;0;0;1;242.285714285714
4390;Coop;Raak;22;15649;1.41;1.88;1.42;1.89;0;8;0;0;0;246.142857142857
4391;Coop;Raak;23;11537;1.45;1.93;1.46;1.94;0;5;0;0;1;205.571428571429
4392;Coop;Raak;24;13258;1.43;1.91;1.51;2.01;0;5;0;0;0;225.285714285714
4393;Coop;Raak;25;16510;1.41;1.88;1.46;1.95;0;10;0;0;0;267.285714285714
4394;Coop;Raak;26;13364;1.39;1.85;1.39;1.86;0;0;0;0;0;209.714285714286
4395;Coop;Raak;27;12526;1.44;1.93;1.45;1.93;0;0;0;0;0;238
4396;Coop;Raak;28;12379;1.41;1.88;1.41;1.88;0;0;0;0;0;212.285714285714
4397;Coop;Raak;29;13166;1.41;1.88;1.41;1.88;0;0;0;0;0;244.142857142857
4398;Coop;Raak;30;11611;1.39;1.85;1.39;1.85;0;0;0;0;0;208.285714285714
4399;Coop;Raak;31;10130;1.43;1.91;1.45;1.93;0;0;0;0;0;221.571428571429
4400;Coop;Raak;32;9991;1.43;1.9;1.46;1.95;0;4;0;0;0;210.857142857143
4401;Coop;Raak;33;10294;1.42;1.89;1.45;1.93;0;2;0;0;0;214.714285714286
4402;Coop;Raak;34;12071;1.41;1.88;1.41;1.87;0;2;0;0;0;228.142857142857
4403;Coop;Raak;35;11963;1.43;1.91;1.43;1.91;0;3;0;0;0;230.571428571429
4404;Coop;Raak;36;11768;1.42;1.89;1.42;1.89;0;3;0;0;0;190.857142857143
4405;Coop;Raak;37;10347;1.44;1.93;1.44;1.93;0;3;0;0;0;163.857142857143
4406;Coop;Raak;38;10339;1.44;1.92;1.44;1.92;0;3;0;0;0;177.714285714286
4407;Coop;Raak;39;10182;1.45;1.93;1.45;1.93;0;2;0;0;0;192.714285714286
4408;Coop;Raak;40;9635;1.45;1.93;1.45;1.93;0;3;0;0;0;160.285714285714
4409;Coop;Raak;41;10153;1.45;1.93;1.45;1.93;0;0;0;0;0;163.142857142857
4410;Coop;Raak;42;27564;1.21;1.61;1.44;1.93;22;6;77;0;0;194.714285714286
4411;Coop;Raak;43;9538;1.43;1.91;1.45;1.93;0;4;0;0;0;156.857142857143
4412;Coop;Raak;44;10219;1.45;1.93;1.45;1.93;0;0;0;0;0;130.714285714286
4413;Coop;Raak;45;10006;1.45;1.93;1.46;1.95;0;0;0;0;0;102.142857142857
4414;Coop;Raak;46;10373;1.45;1.93;1.45;1.93;0;0;0;0;0;96.2857142857143
4415;Coop;Raak;47;10378;1.45;1.93;1.45;1.94;0;0;0;0;0;112
4416;Coop;Raak;48;10321;1.45;1.93;1.45;1.94;0;0;0;0;0;53.1428571428571
4417;Coop;Raak;49;10207;1.44;1.92;1.45;1.93;0;0;0;0;0;74.1428571428571
4418;Coop;Raak;50;10405;1.44;1.92;1.45;1.93;0;0;0;0;0;45.8571428571429
4419;Coop;Raak;51;11697;1.44;1.92;1.45;1.93;0;0;0;0;0;84
4420;Coop;Raak;52;7251;1.44;1.92;1.45;1.93;0;0;0;0;1;81.2857142857143
4421;Coop;Raak;53;8534;1.44;1.92;1.44;1.92;0;0;0;0;1;98.2857142857143
4422;Coop;Raak;54;10198;1.46;1.95;1.45;1.93;0;0;0;0;0;57.7142857142857
4423;Coop;Raak;55;10473;1.47;1.96;1.44;1.91;0;0;0;0;0;66.8571428571429
4424;Coop;Raak;56;10998;1.47;1.97;1.46;1.95;0;4;0;0;0;94.1428571428571
4425;Coop;Raak;57;10936;1.48;1.97;1.47;1.96;0;0;0;0;0;79.8571428571429
4426;Coop;Raak;58;10868;1.48;1.97;1.48;1.97;0;0;0;0;0;35.4285714285714
4427;Coop;Raak;59;11012;1.47;1.96;1.47;1.95;0;0;0;0;0;73.7142857142857
4428;Coop;Raak;60;10377;1.48;1.97;1.48;1.97;0;0;0;0;0;45.4285714285714
4429;Coop;Raak;61;10116;1.47;1.96;1.47;1.96;0;0;0;0;0;-4.71428571428571
4430;Coop;Raak;62;13303;1.38;1.84;1.45;1.94;0;0;0;0;0;108.571428571429
4431;Coop;Raak;63;12906;1.39;1.85;1.44;1.92;0;5;0;0;0;93
4432;Coop;Raak;64;13539;1.4;1.87;1.49;1.98;0;0;0;0;0;73.5714285714286
4433;Coop;Raak;65;13458;1.41;1.88;1.44;1.92;0;4;0;0;1;111
4434;Coop;Raak;66;12435;1.41;1.88;1.42;1.9;0;7;0;0;1;139.571428571429
4435;Coop;Raak;67;12967;1.42;1.89;1.47;1.96;0;0;0;0;0;176.428571428571
4436;Coop;Raak;68;16187;1.39;1.86;1.45;1.93;0;6;0;0;0;218.714285714286
4437;Coop;Raak;69;13732;1.38;1.84;1.43;1.91;0;3;0;0;1;166.428571428571
4438;Coop;Raak;70;40348;1.19;1.58;1.47;1.96;75;4;92;0;1;158.857142857143
4439;Coop;Raak;71;14155;1.4;1.87;1.41;1.88;0;3;0;0;1;231.142857142857
4440;Coop;Raak;72;13454;1.43;1.91;1.43;1.9;0;3;0;0;0;187.714285714286
4441;Coop;Raak;73;14874;1.43;1.91;1.43;1.91;0;3;0;0;1;253
4442;Coop;Raak;74;16575;1.44;1.91;1.43;1.91;0;8;0;0;0;258.285714285714
4443;Coop;Raak;75;14862;1.44;1.92;1.44;1.91;0;0;0;0;0;240.142857142857
4444;Coop;Raak;76;13426;1.44;1.91;1.43;1.91;0;3;0;0;0;209.428571428571
4445;Coop;Raak;77;13351;1.44;1.91;1.44;1.92;0;0;0;0;0;196.428571428571
4446;Coop;Raak;78;15582;1.43;1.91;1.43;1.9;0;0;0;0;0;237.285714285714
4447;Coop;Raak;79;16451;1.43;1.91;1.43;1.91;0;0;0;0;0;255.714285714286
4448;Coop;Raak;80;46217;0.98;1.31;1.44;1.92;100;0;8;0;0;236.142857142857
4449;Coop;Raak;81;17927;1.41;1.87;1.43;1.91;0;4;0;0;0;268
4450;Coop;Raak;82;19037;1.42;1.9;1.43;1.91;0;3;0;0;0;306.142857142857
4451;Coop;Raak;83;17061;1.43;1.9;1.42;1.9;0;0;0;0;0;286
4452;Coop;Raak;84;13890;1.44;1.92;1.43;1.91;0;0;0;0;0;255.571428571429
4453;Coop;Raak;85;11798;1.44;1.92;1.43;1.91;0;0;0;0;0;233.142857142857
4454;Coop;Raak;86;12754;1.44;1.91;1.43;1.91;0;0;0;0;0;222.428571428571
4455;Coop;Raak;87;11747;1.44;1.92;1.43;1.91;0;0;0;0;0;198
4456;Coop;Raak;88;12752;1.43;1.91;1.43;1.9;0;0;0;0;0;210.857142857143
4457;Coop;Raak;89;12789;1.41;1.89;1.42;1.89;0;0;0;0;0;206.285714285714
4458;Coop;Raak;90;13692;1.43;1.91;1.43;1.91;0;0;0;0;0;220.285714285714
4459;Coop;Raak;91;13283;1.41;1.88;1.42;1.9;0;0;0;0;0;164.285714285714
4460;Coop;Raak;92;12439;1.41;1.88;1.44;1.92;0;0;0;0;0;177
4461;Coop;Raak;93;13189;1.41;1.88;1.44;1.92;0;0;0;0;0;209.714285714286
4462;Coop;Raak;94;13326;1.42;1.89;1.45;1.93;0;0;0;0;0;199
4463;Coop;Raak;95;11425;1.43;1.9;1.43;1.91;0;0;0;0;0;141.714285714286
4464;Coop;Raak;96;9581;1.43;1.91;1.43;1.91;0;0;0;0;0;99.7142857142857
4465;Coop;Raak;97;8687;1.41;1.88;1.42;1.89;0;0;0;0;0;134.714285714286
4466;Coop;Raak;98;8279;1.4;1.87;1.42;1.89;0;0;0;0;0;115.857142857143
4467;Coop;Raak;99;8960;1.39;1.85;1.45;1.93;0;8;0;0;0;55.8571428571429
4468;Coop;Raak;100;11408;1.5;2;1.39;1.86;0;0;0;0;0;82.5714285714286
4469;Coop;Raak;101;12131;1.45;1.93;1.4;1.87;0;0;0;0;0;114
4470;Coop;Raak;102;42042;1.06;1.42;1.3;1.73;56;0;85;0;0;51.8571428571429
4471;Coop;Raak;103;11534;1.41;1.87;1.42;1.89;0;0;0;0;0;87.4285714285714
4472;Coop;Raak;104;8004;1.44;1.92;1.45;1.93;0;0;0;0;1;73.1428571428571
4473;Coop;Raak;105;9314;1.46;1.94;1.45;1.94;0;6;0;0;1;81.2857142857143
4474;Coop;Raak;106;10939;1.47;1.96;1.44;1.91;0;6;0;0;0;80.2857142857143
4475;Coop;Raak;107;11233;1.48;1.98;1.46;1.94;0;6;0;0;0;65.2857142857143
4476;Coop;Raak;108;12223;1.49;1.98;1.47;1.96;0;0;0;0;0;29.8571428571429
4477;Coop;Raak;109;12637;1.48;1.98;1.48;1.97;0;0;0;0;0;36.7142857142857
4478;Coop;Raak;110;12860;1.49;1.98;1.48;1.98;0;0;0;0;0;75.4285714285714
4479;Coop;Raak;111;13624;1.46;1.95;1.46;1.95;0;0;0;0;0;109.142857142857
4480;Coop;Raak;112;12474;1.48;1.97;1.48;1.98;0;0;0;0;0;124.714285714286
4481;Coop;Raak;113;12945;1.48;1.97;1.49;1.99;0;3;0;0;0;148.142857142857
4482;Coop;Raak;114;12699;1.47;1.96;1.48;1.97;0;3;0;0;0;117.428571428571
4483;Coop;Raak;115;13291;1.46;1.95;1.47;1.96;0;0;0;0;0;105
4484;Coop;Raak;116;13359;1.47;1.96;1.47;1.96;0;0;0;0;0;121.714285714286
4485;Coop;Raak;117;15949;1.45;1.93;1.47;1.96;0;11;0;0;0;129.428571428571
4486;Coop;Raak;118;15847;1.43;1.91;1.46;1.95;0;26;0;0;0;128.857142857143
4487;Coop;Raak;119;15770;1.45;1.93;1.48;1.98;0;9;0;0;0;137.142857142857
4488;Coop;Raak;120;16280;1.46;1.95;1.47;1.96;0;5;0;0;1;188.142857142857
4489;Coop;Raak;121;14943;1.47;1.95;1.5;2;0;1;0;0;1;204.285714285714
4490;Coop;Raak;122;13598;1.45;1.94;1.48;1.97;0;0;0;0;0;131
4491;Coop;Raak;123;13967;1.46;1.95;1.46;1.95;0;0;0;0;1;137.142857142857
4492;Coop;Raak;124;44944;1.24;1.66;1.45;1.93;79;2;86;0;0;168.571428571429
4493;Coop;Raak;125;14126;1.46;1.95;1.45;1.93;0;0;0;0;0;188.142857142857
4494;Coop;Raak;126;14372;1.52;2.02;1.46;1.95;0;0;0;0;1;201.428571428571
4495;Coop;Raak;127;15610;1.57;2.09;1.47;1.96;0;0;0;0;0;219
4496;Coop;Raak;128;14261;1.56;2.08;1.51;2.02;0;0;0;0;1;202.571428571429
4497;Coop;Raak;129;56327;1.07;1.43;1.57;2.1;100;0;14;0;0;233.857142857143
4498;Coop;Raak;130;21573;1.61;2.14;1.58;2.11;0;20;0;0;0;273.428571428571
4499;Coop;Raak;131;16886;1.65;2.21;1.56;2.08;0;0;0;0;0;222.428571428571
4500;Coop;Raak;132;14135;1.67;2.23;1.62;2.16;0;0;0;0;0;197
4501;Coop;Raak;133;14356;1.67;2.22;1.71;2.28;0;9;0;0;0;217.571428571429
4502;Coop;Raak;134;21393;1.68;2.24;1.7;2.27;0;6;0;0;0;315.428571428571
4503;Coop;Raak;135;14105;1.68;2.25;1.68;2.24;0;0;0;0;0;233.714285714286
4504;Coop;Raak;136;13451;1.68;2.24;1.68;2.24;0;0;0;0;0;239.285714285714
4505;Coop;Raak;137;41575;1.21;1.62;1.69;2.25;66;4;78;0;0;206.142857142857
4506;Coop;Raak;138;15388;1.59;2.12;1.62;2.16;0;4;0;0;0;233.428571428571
4507;Coop;Raak;139;18039;1.66;2.21;1.68;2.24;0;4;0;0;0;281.142857142857
4508;Coop;Raak;140;14838;1.57;2.09;1.68;2.23;0;4;0;0;0;190.285714285714
4509;Coop;Raak;141;15131;1.5;2;1.66;2.21;0;4;0;0;0;195.571428571429
4510;Coop;Raak;142;14989;1.52;2.03;1.66;2.21;0;9;0;0;0;192
4511;Coop;Raak;143;14171;1.52;2.03;1.65;2.21;0;4;0;0;0;192.428571428571
4512;Coop;Raak;144;13258;1.53;2.04;1.57;2.1;0;0;0;0;0;157.142857142857
4513;Coop;Raak;145;13023;1.53;2.04;1.53;2.05;0;0;0;0;0;142.714285714286
4514;Coop;Raak;146;13556;1.53;2.04;1.52;2.03;0;0;0;0;0;166.857142857143
4515;Coop;Raak;147;13335;1.53;2.04;1.52;2.03;0;0;0;0;0;164.428571428571
4516;Coop;Raak;148;13744;1.53;2.04;1.54;2.06;0;0;0;0;0;124.285714285714
4517;Coop;Raak;149;13330;1.53;2.04;1.53;2.04;0;0;0;0;0;110.428571428571
4518;Coop;Raak;150;13471;1.52;2.03;1.52;2.03;0;0;0;0;0;74.5714285714286
4519;Coop;Raak;151;13940;1.52;2.03;1.53;2.04;0;0;0;0;0;78.7142857142857
4520;Coop;Raak;152;13805;1.53;2.04;1.52;2.03;0;0;0;0;0;103.714285714286
4521;Coop;Raak;153;13434;1.53;2.03;1.52;2.03;0;0;0;0;0;75.2857142857143
4522;Coop;Raak;154;13446;1.53;2.04;1.53;2.03;0;0;0;0;0;79.7142857142857
4523;Coop;Raak;155;13778;1.53;2.03;1.53;2.04;0;0;0;0;0;107.571428571429
4524;Coop;Raak;156;10226;1.52;2.03;1.53;2.03;0;0;0;0;1;77.5714285714286
4525;Coop;Raak;157;11941;1.53;2.04;1.52;2.03;0;0;0;0;1;67.5714285714286
4526;Coop;Raak;158;13425;1.52;2.03;1.52;2.03;0;0;0;0;0;92.7142857142857
4527;Coop;Raak;159;13516;1.53;2.03;1.52;2.03;0;0;0;0;0;105.571428571429
4528;Coop;Raak;160;14259;1.52;2.03;1.53;2.03;0;0;0;0;0;52
4529;Coop;Raak;161;13744;1.52;2.03;1.53;2.03;0;0;0;0;0;98.7142857142857
4530;Coop;Raak;162;47897;1.03;1.38;1.53;2.03;97;0;8;0;0;93.5714285714286
4531;Coop;Raak;163;13357;1.49;1.99;1.51;2.01;0;15;0;0;0;98.5714285714286
4532;Coop;Raak;164;13036;1.52;2.03;1.52;2.03;0;0;0;0;0;108
4533;Coop;Raak;165;13471;1.53;2.04;1.52;2.03;0;0;0;5.42857142857143;0;93.5714285714286
4534;Coop;Raak;166;13684;1.53;2.04;1.53;2.03;0;0;0;66.4285714285714;0;88.8571428571429
4535;Coop;Raak;167;20967;1.54;2.05;1.55;2.06;0;0;0;221.142857142857;0;111.428571428571
4536;Coop;Raak;168;20596;1.53;2.04;1.53;2.05;0;0;0;623;0;113.428571428571
4537;Coop;Raak;169;17403;1.54;2.05;1.54;2.05;0;0;0;1028.85714285714;0;117.142857142857
4538;Coop;Raak;170;20392;1.43;1.9;1.63;2.17;0;0;0;990.714285714286;0;103.571428571429
4539;Coop;Raak;171;19330;1.49;1.99;1.54;2.05;0;0;0;1086.28571428571;1;209.857142857143
4540;Coop;Raak;172;17286;1.53;2.04;1.55;2.06;0;0;0;955.571428571429;1;166.285714285714
4541;Coop;Raak;173;53953;1.21;1.61;1.54;2.05;85;0;0;565.714285714286;0;189
4542;Coop;Raak;174;15384;1.5;2;1.54;2.05;0;0;0;359.571428571429;1;154.857142857143
4543;Coop;Raak;175;16695;1.53;2.04;1.52;2.03;0;0;0;270.285714285714;1;188.571428571429
4544;Coop;Raak;176;16910;1.54;2.05;1.54;2.05;0;0;0;176.571428571429;0;147.714285714286
4545;Coop;Raak;177;18509;1.54;2.05;1.53;2.04;0;0;0;188.714285714286;1;219.142857142857
4546;Coop;Raak;178;19081;1.53;2.05;1.54;2.05;0;0;0;137.857142857143;0;208.428571428571
4547;Coop;Raak;179;18122;1.54;2.05;1.54;2.05;0;0;0;193.428571428571;1;207.142857142857
4548;Coop;Raak;180;17954;1.53;2.05;1.53;2.04;0;0;0;159.571428571429;0;203.285714285714
4549;Coop;Raak;181;19031;1.53;2.04;1.54;2.05;0;0;0;85.7142857142857;0;226
4550;Coop;Raak;182;23724;1.53;2.05;1.54;2.05;0;0;0;75.8571428571429;0;267.571428571429
4551;Coop;Raak;183;18311;1.53;2.04;1.53;2.04;0;0;0;58.7142857142857;0;202.571428571429
4552;Coop;Raak;184;58096;1.19;1.58;1.53;2.04;76;0;80;72.2857142857143;0;188
4553;Coop;Raak;185;14570;1.52;2.03;1.52;2.02;0;0;0;141.285714285714;0;215.428571428571
4554;Coop;Raak;186;15006;1.61;2.14;1.54;2.05;0;0;0;197.142857142857;0;222
4555;Coop;Raak;187;15138;1.66;2.21;1.53;2.04;0;0;0;394.285714285714;0;242
4556;Coop;Raak;188;20078;1.66;2.21;1.61;2.14;0;0;0;606.571428571429;0;275.428571428571
4557;Coop;Raak;189;24134;1.65;2.2;1.66;2.21;0;0;0;556.857142857143;0;315.571428571429
4558;Coop;Raak;190;20187;1.63;2.17;1.65;2.2;0;0;0;512.714285714286;0;265.571428571429
4559;Coop;Raak;191;65618;1.16;1.54;1.64;2.19;86;0;90;535.571428571429;0;201.714285714286
4560;Coop;Raak;192;13715;1.62;2.17;1.65;2.2;0;0;0;832.142857142857;0;195.285714285714
4561;Coop;Raak;193;14672;1.63;2.17;1.64;2.19;0;0;0;1233.14285714286;0;198.714285714286
4562;Coop;Raak;194;16109;1.61;2.14;1.64;2.19;0;0;0;2039.57142857143;0;242.142857142857
4563;Coop;Raak;195;16623;1.59;2.12;1.63;2.18;0;0;0;2892.57142857143;0;201
4564;Coop;Raak;196;16151;1.57;2.09;1.63;2.17;0;0;0;4163.28571428571;0;162.857142857143
4565;Coop;Raak;197;15207;1.55;2.07;1.63;2.17;0;0;0;6596.42857142857;0;147.285714285714
4566;Coop;Raak;198;15460;1.54;2.06;1.58;2.11;0;0;0;8138.71428571429;0;127.857142857143
4567;Coop;Raak;199;15299;1.55;2.07;1.59;2.11;0;0;0;9551;0;156.428571428571
4568;Coop;Raak;200;15640;1.55;2.07;1.56;2.08;0;0;0;9076;0;140.714285714286
4569;Coop;Raak;201;15888;1.61;2.15;1.55;2.07;0;0;0;5899.42857142857;0;143.428571428571
4570;Coop;Raak;202;15454;1.65;2.21;1.56;2.08;0;0;0;5256.14285714286;0;143.285714285714
4571;Coop;Raak;203;15903;1.65;2.21;1.61;2.15;0;0;0;5291.57142857143;0;123
4572;Coop;Raak;204;16384;1.65;2.2;1.65;2.2;0;0;0;4827.28571428571;0;92.1428571428571
4573;Coop;Raak;205;64128;1.15;1.54;1.65;2.2;79;0;89;6360.14285714286;0;68.7142857142857
4574;Coop;Raak;206;12790;1.64;2.19;1.64;2.19;0;0;0;8968.71428571429;0;48.2857142857143
4575;Coop;Raak;207;15219;1.64;2.19;1.65;2.2;0;0;0;11617.8571428571;0;103.428571428571
4576;Coop;Raak;208;12059;1.64;2.18;1.66;2.22;0;0;0;9461.28571428571;1;100
4577;Coop;Slimpie;1;3191;1.88;3.35;1.81;3.2;0;4;0;0;1;42.1428571428571
4578;Coop;Slimpie;2;3495;1.92;3.41;1.79;3.16;0;4;0;0;0;66.8571428571429
4579;Coop;Slimpie;3;3425;1.92;3.42;1.87;3.36;0;5;0;0;0;26.5714285714286
4580;Coop;Slimpie;4;3566;1.88;3.35;1.91;3.41;0;5;0;0;0;33.2857142857143
4581;Coop;Slimpie;5;3579;1.86;3.34;1.95;3.61;0;4;0;0;0;81.4285714285714
4582;Coop;Slimpie;6;3502;1.86;3.33;1.92;3.49;0;0;0;0;0;25.4285714285714
4583;Coop;Slimpie;7;3715;1.86;3.34;1.93;3.48;0;0;0;0;0;87.5714285714286
4584;Coop;Slimpie;8;3714;1.85;3.32;1.89;3.33;0;0;0;0;0;100.142857142857
